hash_id	1-10	2-15	2-20	2-3	2-5	3-3	4-25	FOREST	GRASSLAND	NA-R2	NA-R3	QR-R1	QR-R2	QR-R3	QR.R1	QR.R2	QR.R3	QR1-10	QR1-105	QR1-20	QR1-200	QR1-350	QR1-500	QR1-75	QR2	QR2-10	QR2-108	QR2-20	QR2-250	QR2-380	QR2-550	QR2-60	QR3	QR3-10	QR3-20	QR3-200	QR3-210	QR3-365	QR3-565	QR3-90	SC1-10	SC1-15	SC1-2	SC1-20	SC1-25	SC1-3	SC1-30	SC1-35	SC1-4	SC1-40	SC1-45	SC1-5	SC2-1	SC2-10	SC2-2	SC2-25	SC2-30	SC2-35A	SC2-35D	SC2-4	SC2-40	SC2-45	SC3-1	SC3-10	SC3-15	SC3-2	SC3-20	SC3-25	SC3-25star	SC3-3	SC3-30	SC3-35	SC3-4	SC3-40	SC3-45	SC3-5	SC3-50	SC4-1	SC4-10	SC4-15	SC4-2	SC4-20	SC4-25	SC4-3	SC4-30	SC4-35	SC4-4	SC4-40	SC4-45	SC4-5	SC4-50	VEG-STOCKPILE
5b1981b39784c2ac157640036b05b820	330	965	131	152	328	356	180	0	0	0	25	0	117	0	185	0	0	119	86	160	54	74	216	106	0	108	35	232	9	1073	17	61	0	66	121	312	0	0	15	0	78	0	0	87	0	59	85	150	143	75	100	116	0	194	0	0	0	0	52	109	63	108	83	219	271	131	117	0	101	114	71	65	62	98	79	0	83	136	85	123	0	0	0	60	137	0	151	153	63	77	171	0
4962cfde263c9a430b0e3806c24307d8	263	241	0	0	145	165	0	0	128	71	0	266	571	858	432	391	0	362	71	378	0	0	0	102	0	199	0	306	0	0	0	294	0	158	389	0	0	0	0	0	0	0	0	0	0	161	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	367	71	0	58	115	0	0	167	0	93	0	120	121	263	248	139	0	0	202	87	0	0	0	258	191	0	319	0	0	230	0
749671ad61eecb8f93bd0a8bbaa28b72	238	684	187	132	649	213	314	0	0	0	0	62	849	798	558	106	0	211	0	212	0	0	0	0	0	110	0	232	0	0	0	0	0	92	186	109	0	0	0	0	117	0	8	4	26	42	60	29	77	56	52	118	27	142	0	30	56	52	20	58	53	50	85	83	77	124	20	62	119	46	99	51	0	96	0	76	44	30	0	31	43	35	0	0	95	0	49	81	0	108	39	0
fc13bf1dc3fb2203b91574b47d8f98c1	343	415	1553	170	34	122	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	356	252	64	121	51	90	73	101	74	96	399	102	0	143	1257	124	32	269	224	44	0	33	0	0	55	115	99	31	52	0	18	43	0	28	151	80	0	0	0	0	0	0	0	34	114	129	48	86	153	0	0
d4ee8a60cab8ddb42e5a42f1c48819d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5395	0	0	0	0	0	0	0
12094b3f7261f713663d71b065f6e3f5	116	450	119	138	219	117	254	0	10	0	0	67	134	398	46	61	0	73	94	179	79	0	0	193	0	0	317	79	0	253	0	262	0	34	108	64	0	0	34	18	71	79	75	0	36	80	90	60	136	45	55	129	0	196	80	74	0	0	50	185	29	119	72	87	123	98	126	59	64	120	69	34	57	44	66	148	46	61	53	63	120	49	0	54	42	0	68	128	53	68	72	0
fff176b892eecc419865e9e127904efe	294	854	126	236	390	267	516	0	0	0	0	0	53	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	43	49	31	93	28	65	70	159	261	201	116	73	147	49	33	24	479	60	120	58	96	144	98	88	193	126	48	54	82	166	20	77	99	144	131	60	19	68	53	61	12	0	42	26	133	66	170	49	44	124	0
5295487ab8dfa9010c283709640310d6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ee0286659382e034b10ed7e166fe0c79	28	275	33	27	81	68	72	0	0	0	0	0	154	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	16	0	0	0	0	0	20	0	0	0	162	29	201	99	83	207	138	83	85	243	85	29	47	407	124	180	214	423	277	233	242	276	328	50	23	89	522	49	77	121	159	121	119	45	84	86	164	0	0	64	0	77	71	66	84	53	224	0
155715794c3adc49a56249032c37dd2c	104	96	0	40	0	0	0	0	0	68	0	160	487	2238	623	323	0	94	85	293	61	53	76	45	0	213	21	442	0	101	16	426	0	215	531	303	0	91	142	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
964798e3079d4d5a952490b230c13cad	998	275	0	245	2242	246	731	0	0	0	0	0	145	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	86	0	0	0	0	54	0	63	0	0	0	145	48	0	119	75	0	0	0	145	0	149	0	0	0	127	87	0	0	0	197	109	33	75	0	0	0	0
6398c5e38f194572527e7be47631946e	111	644	96	149	225	145	160	0	0	25	112	0	602	0	270	0	0	0	31	35	0	128	0	80	0	0	0	0	0	121	0	0	0	0	52	0	0	0	0	0	135	101	105	0	175	85	78	113	0	0	168	197	0	191	109	154	0	0	0	0	0	104	101	154	109	165	0	99	0	157	163	132	0	0	0	0	111	63	0	101	0	0	0	0	0	0	134	159	152	135	147	0
8fcab536f7d50e95854fd395493a75c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	307	678	2078	0	38	0	0	0	0	0	0	0	0	0	0	2135	0	800	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d8118e656726f8eea2b94c4a019b9572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	49	35	42	0	0	0	0	0	0	0	0	0	0	0	0	5292	8	134	434	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9bed9c808b015f7d7e43bed997727668	106	749	181	154	259	130	276	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	10	23	0	61	58	77	31	135	136	140	61	94	198	92	96	41	254	41	243	77	141	80	120	162	79	76	96	76	61	141	0	116	92	75	193	80	67	87	69	124	13	0	36	0	82	93	172	75	83	110	0
ed6e0ba0727f13df964502a8c3261f55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	1127	520	29	0	0	0	0	0	8	0	0	0	0	0	4166	0	453	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ecedf16a3ee8bfe45603eabff39c340b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a2230f91937296aac86b0ea3005e3410	92	755	133	95	328	139	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	26	22	8	98	33	210	47	80	95	125	89	45	190	50	50	40	145	138	198	87	135	57	121	297	64	241	62	13	84	186	23	102	83	41	166	20	66	44	40	221	0	0	88	30	85	78	153	54	41	84	0
c419c48d799a6c9e986aae474ba1e386	95	292	110	86	109	70	157	0	0	0	35	0	406	260	117	51	0	96	0	146	0	27	0	123	0	140	0	402	0	58	13	226	0	152	259	91	0	0	90	0	45	0	0	19	0	51	51	41	86	36	48	85	58	121	90	48	61	48	0	133	30	128	54	64	73	65	50	45	59	65	101	51	49	50	39	161	0	39	0	45	90	0	0	0	33	0	34	92	0	56	43	0
6281a0d7596a90e417097116e625005a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	483	0	0	478	0	0	0	0	0	729	0	0	500	406	652	0	0	0	0	489	0	0	0	445	0	584	0	0	0	0	0	0	0	0	454	0	0	642	0	0	0	0
f6a30a3b15a33e228bfb8cd664d1d906	134	228	116	115	0	111	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	73	0	0	0	0	116	268	207	89	179	153	62	0	117	0	146	0	147	90	234	0	50	228	168	148	157	124	123	130	60	131	0	135	252	67	0	105	0	0	35	0	0	149	140	79	213	154	98	51	4
59c6d80239610db85103d9d6a6cf6222	191	506	0	317	311	395	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	154	0	25	0	0	96	43	180	220	256	0	0	158	0	36	0	0	141	147	21	50	0	80	0	0	139	172	22	145	0	0	109	96	24	0	0	0	30	101	122	21	0	118	105	0	218	182	0	138	99	0
a5b0e01dded1832e7dcdb88fa3b4f5c6	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	246	0	264	0	0	0	0	0	0	0	0	0	0	0	89	0	330	0	0	0	0	0	0	56	43	43	0	0	137	68	130	0	0	138	0	0	466	76	0	150	166	103	0	77	0	0	0	0	0	236	0	0	383	0	0	0	277	0	566	123	176	0	0	322	0	0	0	145	0	147	275	66	0	163	0
45e695b88ad981f6ef4ea88256b1b85b	544	705	158	168	302	166	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	90	0	0	0	196	112	94	0	0	175	0	0	0	80	0	112	63	227	0	0	170	237	145	91	58	60	149	87	58	0	0	79	0	62	0	53	0	0	0	0	9	29	0	0	88	121	0	59	57	0
6ae5c058384a2e48af3c67dfea5b93a0	114	130	616	83	0	77	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	232	307	13	111	36	37	41	160	344	436	196	215	0	34	472	50	68	64	79	19	0	46	0	75	53	21	51	55	0	0	38	33	0	0	216	43	0	0	0	0	0	0	0	41	46	48	74	96	61	0	0
ad295193c114dbf230f3c10db31772ff	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	147	0	0	0	0	0	314	0	793	2989	494	0	0	0	0	0	0	142	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66af6dabe0187edc25e4fb350dfb7697	486	265	61	56	243	87	113	0	23	0	0	0	241	0	185	0	0	12	0	9	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	7	13	12	27	64	33	77	196	177	76	67	51	182	0	0	32	42	0	128	45	104	64	85	102	74	54	30	70	62	45	9	63	60	76	54	87	18	40	50	37	0	0	0	37	52	69	0	33	72	53	0
0e086a851d6806ccb8fe0a636e4fb567	106	345	45	109	128	94	131	0	0	0	0	0	52	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	51	0	98	86	83	84	168	125	132	0	82	67	0	117	110	116	114	67	125	0	93	0	105	0	95	104	116	0	94	119	118	103	137	0	73	80	0	99	0	0	0	94	133	78	140	0	104	103	0
fdb479ded1f6c2d578913909afb08d80	161	917	0	0	107	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	72	132	241	253	0	0	207	0	0	0	50	219	56	0	0	36	0	115	0	251	119	61	72	110	0	78	73	0	0	0	0	0	94	93	0	0	0	55	0	0	163	0	106	117	0
3143e53807b09e458ec8ef7939525900	0	0	0	440	0	0	0	0	0	0	0	0	0	106	0	0	0	87	0	122	0	0	0	0	0	130	0	238	0	0	0	0	0	111	94	0	0	0	0	75	271	80	48	0	0	0	58	101	564	40	29	0	0	114	74	0	0	12	0	138	22	0	42	0	0	0	0	292	226	0	0	30	0	0	225	0	0	0	137	173	0	319	0	0	0	0	29	0	0	29	37	0
1e518f9ecd06161459a82a1112782163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	23	10	73	0	3	0	0	0	0	0	0	0	0	0	0	4024	0	190	9	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8d66ce657f972f995a0585f3d4bb80d0	101	555	46	186	655	132	182	0	0	0	0	0	89	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	66	0	66	31	51	116	153	0	0	119	0	0	0	89	27	98	59	73	0	75	104	0	84	42	0	91	166	0	48	81	0	79	41	54	47	0	86	0	0	28	0	58	55	160	0	0	92	0
8dfa0f6002ab64aac116b6664a895e24	198	490	246	118	240	142	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	42	0	0	48	36	63	73	92	73	59	130	58	100	42	96	37	92	52	120	28	95	65	51	82	98	73	0	64	80	66	0	0	67	62	36	28	0	0	51	45	0	0	0	70	0	70	124	42	55	0	0
8259e003d5be4087b098683636d5b4b5	96	100	775	150	133	40	357	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	41	0	0	42	0	13	718	0	0	84	0	43	65	399	0	0	17	365	47	0	47	77	0	26	0	82	0	0	0	8	16	0	0	0	36	0	13	41	0	14	0	0	0	0	0	0	0	155	55	0
fcbb113da53e964db92fe5cca1e7c24a	45	504	36	89	190	343	137	0	0	0	0	13	43	86	42	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	97	0	0	0	107	80	0	88	23	0	0	0	0	0	0	132	0	125	241	173	63	424	0	74	147	0	328	35	79	0	24	0	0	0	51	93	0	0	0	51	0	103	0	0	0	80	0	0
5b53f831c0839f7de4c2e2b2acc6e3be	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	31	0	239	0	214	45	0	54	0	0	102	35	0	74	110	14	170	0	100	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	139	218	168	123	180	0	0	0	0	0	282	0	0	213	0	259	0	119	0	0	0	44	0	80	151	0	0	214	0	0	0	0
309dab572b8f2a9895385070d1ffb4ec	300	433	58	199	309	132	106	0	0	0	0	0	196	0	190	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	9	0	35	51	93	60	0	82	53	0	132	131	47	0	81	43	0	104	81	39	0	138	0	0	0	101	89	0	0	37	77	0	54	88	0	0	47	0	59	77	0	0	74	0	46	0	0	0	40	0
3ef2eb05faf9cf89bfdb75dd1e88d5c2	0	286	0	135	240	233	248	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	57	0	178	0	35	0	0	0	139	0	227	0	79	149	202	172	253	80	97	0	201	165	0	152	76	0	73	0	0	0	0	134	0	0	0	0	0	177	0	48	0	0	0
60b142004cfbb1edfde3b438f01295e7	97	99	39	104	139	69	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	67	0	37	33	259	81	80	0	0	51	158	111	141	0	173	37	84	65	33	87	0	116	93	0	177	156	62	0	38	0	0	19	92	0	134	365	0	0	0	33	0	0	0	0	60	87	88	121	179	51	0	0
